[2026-02-20T05:46:02.594+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-20T05:46:02.611+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-20T05:45:00+00:00 [queued]>
[2026-02-20T05:46:02.616+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-20T05:45:00+00:00 [queued]>
[2026-02-20T05:46:02.616+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-20T05:46:02.622+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2026-02-20 05:45:00+00:00
[2026-02-20T05:46:02.628+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2026-02-20T05:45:00+00:00', '--job-id', '326', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpt0z2ezyp']
[2026-02-20T05:46:02.630+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=8268) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-20T05:46:02.630+0000] {standard_task_runner.py:91} INFO - Job 326: Subtask download_minio
[2026-02-20T05:46:02.631+0000] {standard_task_runner.py:64} INFO - Started process 8280 to run task
[2026-02-20T05:46:02.668+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2026-02-20T05:45:00+00:00 [running]> on host 0c2666b81705
[2026-02-20T05:46:02.724+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2026-02-20T05:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-20T05:45:00+00:00'
[2026-02-20T05:46:02.725+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-20T05:46:03.000+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533416.json -> /tmp/minio_downloads/1771533416.json
[2026-02-20T05:46:03.004+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533424.json -> /tmp/minio_downloads/1771533424.json
[2026-02-20T05:46:03.007+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533432.json -> /tmp/minio_downloads/1771533432.json
[2026-02-20T05:46:03.010+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533440.json -> /tmp/minio_downloads/1771533440.json
[2026-02-20T05:46:03.013+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533447.json -> /tmp/minio_downloads/1771533447.json
[2026-02-20T05:46:03.016+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533455.json -> /tmp/minio_downloads/1771533455.json
[2026-02-20T05:46:03.019+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533463.json -> /tmp/minio_downloads/1771533463.json
[2026-02-20T05:46:03.022+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533471.json -> /tmp/minio_downloads/1771533471.json
[2026-02-20T05:46:03.025+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533479.json -> /tmp/minio_downloads/1771533479.json
[2026-02-20T05:46:03.028+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533487.json -> /tmp/minio_downloads/1771533487.json
[2026-02-20T05:46:03.031+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533495.json -> /tmp/minio_downloads/1771533495.json
[2026-02-20T05:46:03.034+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533503.json -> /tmp/minio_downloads/1771533503.json
[2026-02-20T05:46:03.037+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533511.json -> /tmp/minio_downloads/1771533511.json
[2026-02-20T05:46:03.040+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533519.json -> /tmp/minio_downloads/1771533519.json
[2026-02-20T05:46:03.043+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533527.json -> /tmp/minio_downloads/1771533527.json
[2026-02-20T05:46:03.046+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533535.json -> /tmp/minio_downloads/1771533535.json
[2026-02-20T05:46:03.050+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533543.json -> /tmp/minio_downloads/1771533543.json
[2026-02-20T05:46:03.053+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533551.json -> /tmp/minio_downloads/1771533551.json
[2026-02-20T05:46:03.056+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533559.json -> /tmp/minio_downloads/1771533559.json
[2026-02-20T05:46:03.059+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533567.json -> /tmp/minio_downloads/1771533567.json
[2026-02-20T05:46:03.063+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533574.json -> /tmp/minio_downloads/1771533574.json
[2026-02-20T05:46:03.066+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1771533582.json -> /tmp/minio_downloads/1771533582.json
